Intensity 31_200_PSCARB_10	Intensity 32_200_psCARB_100	Intensity 33_SMALL_CITRATE_10	Intensity 34_LARGE_CITRATE_10	Intensity 35_SMALL_PEI_10	Intensity 36_LARGE_PEI_10	Intensity 37_LARGE_PVP@AU_100	Intensity 38_SMALL_PVP@AU_10	Intensity 39_SMALL_PVP@AU_100	Intensity 40_LARGE_CITRATE_100	Intensity 41_LARGE_PEI_100	Intensity 42_SMALL_CITRATE_100	Intensity 43_SMALL_PEI_100	Intensity 44_LARGE_PVP@AU_10	Intensity 45_LARGE_PEG@AU_100	Intensity 46_LARGE_PEI@AU_100	Intensity 47_SMALL_PEI@AU_100	Intensity 48_200_PSCARB_PEG_100	Intensity 49_200_PSCARB_PEG_100(B)	Intensity 50_FBS	Intensity 51_SPQC1	Intensity 52_SPQC2	Intensity 53_SPQC3	Top3 31_200_PSCARB_10	Top3 32_200_psCARB_100	Top3 33_SMALL_CITRATE_10	Top3 34_LARGE_CITRATE_10	Top3 35_SMALL_PEI_10	Top3 36_LARGE_PEI_10	Top3 37_LARGE_PVP@AU_100	Top3 38_SMALL_PVP@AU_10	Top3 39_SMALL_PVP@AU_100	Top3 40_LARGE_CITRATE_100	Top3 41_LARGE_PEI_100	Top3 42_SMALL_CITRATE_100	Top3 43_SMALL_PEI_100	Top3 44_LARGE_PVP@AU_10	Top3 45_LARGE_PEG@AU_100	Top3 46_LARGE_PEI@AU_100	Top3 47_SMALL_PEI@AU_100	Top3 48_200_PSCARB_PEG_100	Top3 49_200_PSCARB_PEG_100(B)	Top3 50_FBS	Top3 51_SPQC1	Top3 52_SPQC2	Top3 53_SPQC3	iBAQ 31_200_PSCARB_10	iBAQ 32_200_psCARB_100	iBAQ 33_SMALL_CITRATE_10	iBAQ 34_LARGE_CITRATE_10	iBAQ 35_SMALL_PEI_10	iBAQ 36_LARGE_PEI_10	iBAQ 37_LARGE_PVP@AU_100	iBAQ 38_SMALL_PVP@AU_10	iBAQ 39_SMALL_PVP@AU_100	iBAQ 40_LARGE_CITRATE_100	iBAQ 41_LARGE_PEI_100	iBAQ 42_SMALL_CITRATE_100	iBAQ 43_SMALL_PEI_100	iBAQ 44_LARGE_PVP@AU_10	iBAQ 45_LARGE_PEG@AU_100	iBAQ 46_LARGE_PEI@AU_100	iBAQ 47_SMALL_PEI@AU_100	iBAQ 48_200_PSCARB_PEG_100	iBAQ 49_200_PSCARB_PEG_100(B)	iBAQ 50_FBS	iBAQ 51_SPQC1	iBAQ 52_SPQC2	iBAQ 53_SPQC3	Only identified by site	Reverse	Potential contaminant	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Taxonomy names
1470300032	61962000	803169984	927369984	173700000	62553000	43415000	19923000	61972000	36375000	207330000	89197000	43320000	20167000	70006000	0	29798000	83310000	109800000	6869000	212020000	222780000	170110000	495169984	30841000	270110016	294740000	75898000	45292000	48653000	14986000	103910000	68314000	113360000	64164000	40058000	17512000	47206000	0	31548000	45726000	58128000	0	100920000	93456000	88396000	22899000	624680	13261000	15747000	2242100	637520	134010	251990	1494500	869840	2455500	1268500	782400	399740	1041000	0	339880	1340500	1261600	60917	3607600	2996000	2356100				9913	20	20	20	45.9	45.9	45.9	50.243	0	323.31	4925400000	268	P12799	P12799			117	Bos taurus
0	11070000	10406000	16432000	25234000	23143000	175120000	17647000	263190000	60430000	0	9865800	0	35129000	0	0	0	9132400	6179200	0	24554000	19167000	27412000	0	6311700	18443000	22318000	25234000	23143000	105440000	14323000	154040000	37783000	0	19132000	0	23944000	0	0	0	8960500	10253000	0	24554000	26033000	27412000	0	339560	387190	367190	954550	794720	6890100	648800	10881000	2673000	0	822150	0	1288200	0	0	0	273850	225350	0	1089700	482140	1094900				9913	5	5	5	25.9	25.9	25.9	27.931	0	104.42	734110000	67	P13135	P13135			118	Bos taurus
0	0	0	0	173780000	184010000	0	0	0	0	17193000	0	99973000	0	0	61756000	731750016	7454600	0	0	9693300	9105300	10038000	0	0	0	0	108960000	116070000	0	0	0	0	39282000	0	67873000	0	0	29137000	325920000	29709000	0	0	22147000	20803000	22934000	0	0	0	0	1610800	996090	0	0	0	0	1322500	0	1734100	0	0	847550	14724000	573430	0	0	745640	700410	772140				9913	11	11	11	40.6	40.6	40.6	34.613	0	127.56	1304800000	62	P13213	P13213			119	Bos taurus
932929984	308960000	1566300032	1454599936	94932000	0	254090000	97593000	644110016	1833600000	4326200	1674199936	43685000	58707000	45497000	0	0	0	0	6756700	782780032	820769984	798670016	465649984	148930000	593480000	752419968	57090000	0	134150000	49243000	316110016	916030016	0	815710016	51550000	30765000	37028000	0	0	0	0	29630000	399920000	388750016	392780000	44098000	12588000	56055000	63775000	3932300	0	12341000	4220500	29064000	84864000	270390	82047000	2730300	2788500	2266000	0	0	0	0	422300	37165000	35857000	35461000				9913	21	21	21	67.2	67.2	67.2	34.015	0	259.72	11423000000	240	P13384	P13384			120	Bos taurus
0	0	0	0	231790000	244070000	4136600	0	20970000	0	2497700096	23646000	865129984	0	30364000	110470000	1829200000	2354600	11171000	0	91140000	103140000	80773000	0	0	0	0	143700000	166250000	12643000	0	24451000	0	1179699968	26841000	505200000	0	22546000	65014000	820760000	3656600	12582000	0	84701000	78851000	68057000	0	0	0	0	8457500	7840700	318200	0	691610	0	123740000	1342400	49454000	0	976690	4962600	70237000	181120	403040	0	3854500	3230700	1921700				9913	11	11	11	36.2	36.2	36.2	43.037	0	281.76	6146000000	119	P13605	P13605			121	Bos taurus
0	0	40781000	0	183470000	126680000	0	0	0	0	3507899904	21773000	646720000	4013900	151760000	23753000	985139968	6871800	16270000	0	53142000	86425000	36432000	0	0	0	0	92009000	92151000	0	0	0	0	1066099968	32364000	308420000	0	47634000	11699000	404200000	2203600	13421000	0	53413000	48128000	54042000	0	0	679690	0	2203500	1343700	0	0	0	0	30291000	60538	6713900	66898	1288700	238720	11540000	68062	115190	0	550710	830530	288500				9913	27	27	27	13.9	13.9	13.9	246.36	0	269.5	5891200000	173	P13608	P13608			122	Bos taurus
36343000	19190000	31056000	0	5203000	0	0	0	0	29922000	0	7700000	6806200	0	0	0	10993000	5395900	6961400	0	0	0	5690800	29639000	10617000	25870000	0	10074000	0	0	0	0	29922000	0	14909000	31177000	0	0	0	14063000	7642700	5426000	0	0	0	11019000	1730600	839240	963960	0	247760	0	0	0	0	999540	0	366670	324100	0	0	0	523460	256950	331490	0	0	0	270990				9913	10	10	10	27.2	27.2	27.2	46.417	0	40.718	165260000	31	P14568	P14568			123	Bos taurus
44748000	7430700	110840000	127170000	0	0	253830000	0	542950016	762670016	0	284190016	0	0	48256000	0	0	0	0	0	177110000	157270000	164850000	72313000	14260000	76607000	77927000	0	0	144610000	0	309169984	389100000	0	166140000	0	0	36859000	0	0	0	0	0	114150000	94793000	102020000	6392500	1061500	1181500	2049300	0	0	3854100	0	10942000	20142000	0	4831200	0	0	314630	0	0	0	0	0	2670800	2902000	2091100				9913	7	7	7	51.7	51.7	51.7	16.938	0	323.31	2681300000	111	P15467	P15467			124	Bos taurus
31324000256	4000900096	5895499776	10609999872	7705800192	5528399872	9312300032	4166400000	11660999680	10211000320	13713999872	3968300032	10174000128	6246099968	3564100096	293240000	3171200000	11591000064	25929000960	11278000128	8083100160	7650899968	8143499776	9388999680	1262899968	1796800000	3394799872	2122499968	1727900032	2786599936	1247000064	3276699904	3101400064	4298999808	1078300032	3198099968	1611699968	978390016	88673000	945609984	3626299904	7339800064	3585900032	2544800000	2052800000	2313400064	1232999936	162800000	255640000	494880000	317470016	254150000	394769984	185640000	494329984	448920000	620280000	175470000	464620000	259480000	150770000	12668000	150670000	527009984	1072299968	531750016	359169984	337689984	356800000				9913	49	49	49	90.9	90.9	90.9	30.276	0	323.31	214220000000	1393	P15497	P15497			125	Bos taurus
22065999872	4941199872	25180000256	21222000640	529470016	130630000	2879600128	3594200064	4094899968	7638499840	1302700032	8573000192	1100800000	2448199936	405329984	24045000	161360000	29742000	43967000	1861500032	8104999936	8455199744	8331700224	8199900160	1570599936	8392000000	8225900032	201610000	74102000	1104999936	1398400000	1448700032	2494299904	433100000	3036800000	374670016	859529984	149090000	12631000	124040000	14179000	26536000	593160000	2915099904	2946700032	2891300096	480760000	80658000	533500000	495480000	10931000	1763100	69041000	76196000	88612000	159650000	27930000	204590000	26014000	48137000	6681200	248530	2762100	342850	561190	31461000	171010000	184450000	179280000				9913	23	23	23	64.6	64.6	64.6	38.252	0	323.31	133120000000	887	P17690	P17690			126	Bos taurus
2049100032	505100000	1593600000	1429200000	1995399936	1423800064	340150016	249760000	444249984	613600000	1816300032	611920000	1652499968	163190000	138400000	75293000	1967299968	1238099968	4233199872	174800000	951129984	1048699968	1039600000	601230016	147010000	521049984	427560000	570030016	577190016	154810000	90579000	212240000	305449984	661580032	261550000	542760000	65158000	54163000	24694000	561600000	401620000	1183200000	85711000	357260000	379710016	346129984	54413000	13383000	41747000	38348000	52856000	40729000	11415000	7661600	15067000	18446000	51190000	18837000	42715000	4802900	4337500	1910000	51936000	30448000	107330000	5442000	27012000	27277000	32924000				9913	24	24	24	48.1	48.1	48.1	51.113	0	323.31	25754000000	589	P17697	P17697			127	Bos taurus
0	1449500	699059968	866209984	146950000	40128000	204090000	127540000	264550000	330089984	272009984	312120000	370569984	76752000	68047000	7880200	6619300	0	0	323880000	358150016	291620000	332340000	0	0	301060000	391569984	72489000	30310000	131790000	61993000	139190000	185150000	141890000	166530000	197950000	49730000	56828000	0	5683800	0	0	199880000	174670000	159340000	179850000	0	161060	50098000	69093000	11234000	3686200	13794000	9089300	22445000	22695000	22696000	24291000	30527000	5665300	3713000	158270	735480	0	0	24125000	29509000	20627000	27049000				9913	13	13	13	86.3	86.3	86.3	21.068	0	304.44	5100100000	238	P18902	P18902			128	Bos taurus
0	13193000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39527000	112310000	0	0	0	0	0	14789000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39527000	101420000	0	0	0	0	0	3887800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12443000	33510000	0	0	0	0				9913	3	3	3	33.7	33.7	33.7	11.061	0	19.84	165030000	10	P19034	P19034			129	Bos taurus
742300032	472009984	298300000	156160000	80543000	79760000	185390000	35231000	385030016	107070000	199830000	75737000	97273000	43447000	49766000	1761600	67917000	855560000	2200600064	61702000	183360000	173190000	191680000	692609984	420500000	298300000	156160000	80543000	79760000	185390000	35231000	368470016	107070000	199830000	75737000	97273000	43447000	49766000	3940800	67917000	809539968	2016099968	61702000	183360000	173190000	191680000	59004000	35217000	31463000	15326000	8188200	7870500	18707000	2386000	33619000	10983000	20927000	7611600	9292700	3866100	4585500	293610	6197300	73603000	204950000	5998400	17762000	16311000	17632000				9913	6	6	6	59.4	59.4	59.4	10.692	0	323.31	6743600000	131	P19035	P19035			130	Bos taurus
14088000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1909000	0	0	0	0	15997000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15997000	0	0	0	0	349860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100470	0	0	0	0				9913	4	4	4	17.3	17.3	17.3	34.64	0	8.6138	15997000	4	P19217	P19217			131	Bos taurus
0	0	0	0	19482000	19342000	30707000	0	19380000	0	117840000	0	53695000	0	5453100	5492700	75165000	0	0	0	0	0	6618100	0	0	0	0	23609000	23439000	37211000	0	29287000	0	119770000	0	64189000	0	8240900	5492700	69970000	0	0	0	0	0	10001000	0	0	0	0	1332900	1360900	2535800	0	2768500	0	14312000	0	7670700	0	779020	490370	7278400	0	0	0	0	0	945450				9913	4	4	4	21.9	21.9	21.9	24.012	0	18.841	353170000	25	P19427	P19427			132	Bos taurus
6115600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6115600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	2	2	2	2.3	2.3	2.3	99.806	0	5.0757	6115600	2	P19534	P19534			133	Bos taurus
0	2228200	0	0	0	0	0	0	21090000	0	27280000	0	0	2453300	0	0	0	0	0	0	0	0	0	0	9513400	0	0	0	0	0	0	27541000	0	27280000	0	0	10474000	0	0	0	0	0	0	0	0	0	0	222820	0	0	0	0	0	0	2109000	0	1953500	0	0	245330	0	0	0	0	0	0	0	0	0				9913	4	2	2	33.5	24.4	24.4	20.03	0	32.149	53051000	7	P19660	P19660			134	Bos taurus
0	4192000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4192000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	3	2	2	21.1	16.8	16.8	21.567	0	4.5988	4192000	2	P19661	P19661			135	Bos taurus
0	0	11827000	15159000	0	0	0	3173100	0	0	0	10381000	0	3143200	0	0	0	0	0	0	0	0	0	0	0	12529000	15159000	0	0	0	3361300	0	0	0	10997000	0	3329600	0	0	0	0	0	0	0	0	0	0	0	1314100	1412600	0	0	0	352560	0	0	0	1153500	0	349240	0	0	0	0	0	0	0	0	0				9913	3	3	3	23	23	23	23.421	0	10.871	43684000	6	P19803	P19803			136	Bos taurus
13317000	15054000	0	9046000	0	0	4280400	0	10405000	8454700	7524000	5936800	0	0	0	0	0	4511700	8441200	0	0	0	0	15860000	8475600	0	20322000	0	0	10848000	0	17185000	18993000	46939000	15046000	0	0	0	0	0	7509000	11837000	0	0	0	0	368570	572820	0	502560	0	0	237800	0	238430	469710	418000	329820	0	0	0	0	0	164600	352110	0	0	0	0				9913	9	7	7	35.8	29.2	29.2	36.597	0	25.871	86970000	20	P19858	P19858			137	Bos taurus
0	0	0	0	0	5497600	0	0	0	0	0	0	14476000	0	0	8790700	101920000	0	0	0	0	0	0	0	0	0	0	0	7186400	0	0	0	0	0	0	18923000	0	0	8790700	101920000	0	0	0	0	0	0	0	0	0	0	0	323390	0	0	0	0	0	0	851500	0	0	99521	1707000	0	0	0	0	0	0				9913	2	2	2	4	4	4	34.196	0	6.5224	130680000	9	P19879	P19879			138	Bos taurus
0	0	0	0	0	0	0	0	11643000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11643000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455300	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	1	1	1	9.2	9.2	9.2	23.031	0	5.806	11643000	2	P20414	P20414			139	Bos taurus
80277000	9582400	142080000	139210000	7000400	0	145640000	31521000	211760000	450440000	0	211200000	3409600	19896000	49680000	0	0	0	0	0	75461000	70496000	85707000	63766000	10636000	80983000	81938000	21755000	0	130670000	21308000	221360000	292620000	0	128440000	0	19896000	46034000	0	0	0	0	0	92553000	86474000	85735000	3063900	463670	7215200	7058600	388910	0	8091300	1751200	9696400	21523000	0	11038000	189420	1105300	2496000	0	0	0	0	0	4192300	3916400	4300400				9913	13	13	13	40.2	40.2	40.2	31.57	0	66.814	1733400000	104	P20959	P20959			140	Bos taurus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3855400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3855400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642560	0	0	0	0	0	0	0	0				9913	1	1	1	14.3	14.3	14.3	18.902	0.0026455	4.1364	3855400	1	P21782	P21782			141	Bos taurus
0	0	0	0	0	0	63155000	0	58107000	0	142930000	0	0	4055000	84016000	0	26997000	37512000	85596000	0	0	0	0	0	0	0	0	0	0	63155000	0	67083000	0	116750000	0	0	0	61811000	0	36742000	24964000	63739000	0	0	0	0	0	0	0	0	0	0	2136200	0	3418000	0	6465600	0	0	238530	3692900	0	1588100	2206600	3563600	0	0	0	0				9913	7	7	7	21.9	21.9	21.9	39.879	0	62.556	502370000	36	P21793	P21793			142	Bos taurus
0	0	0	0	0	6238400	124300000	4343200	112010000	0	413340000	0	44978000	7466300	214560000	0	80959000	18125000	139610000	0	5273200	0	3433400	0	0	0	0	0	8788300	61090000	4541600	77150000	0	212980000	0	37448000	10518000	83724000	0	44893000	15501000	57271000	0	13490000	0	8783300	0	0	0	0	0	366970	4061800	255480	3946100	0	15670000	0	2645800	439190	7927800	0	2640800	647240	4374900	0	310190	0	201970				9913	11	11	11	39.8	39.8	39.8	41.59	0	81.3	1174600000	85	P21809	P21809			143	Bos taurus
144370000	22881000	68217000	43684000	69518000	74410000	40439000	31116000	41810000	45627000	55843000	49332000	96410000	28425000	4427900	0	84421000	2821700	6822000	0	52725000	47254000	48201000	95276000	15547000	48918000	51325000	53146000	52131000	37549000	20968000	32655000	45739000	41040000	34796000	70124000	21552000	9077500	0	69018000	5784800	11644000	0	40144000	33675000	35816000	7977200	1072900	4433100	4293500	4436000	3768400	1595100	1637900	2217300	3256900	3198900	3276800	5779100	1723000	553490	0	3321200	352720	142800	0	3047400	2989200	2662400				9913	5	5	5	47.7	47.7	47.7	17.6	0	181.77	1058700000	103	P22226	P22226			144	Bos taurus
0	0	0	4726700	109670000	173570000	0	0	0	0	0	0	0	0	0	0	29536000	0	0	0	6188200	0	5747800	0	0	0	11854000	70065000	104570000	0	0	0	0	0	0	0	0	0	0	27320000	0	0	0	15519000	0	14414000	0	0	0	236340	4421200	6497500	0	0	0	0	0	0	0	0	0	0	905200	0	0	0	309410	0	287390				9913	10	10	10	26.4	26.4	26.4	48.96	0	52.867	329440000	28	P22457	P22457			145	Bos taurus
0	0	9613500	20084000	11472000	8962300	791320000	13896000	672150016	10432000	38106000	8646800	24268000	25692000	457920000	23164000	266190000	0	0	0	58530000	63562000	56880000	0	0	13142000	27455000	15682000	12251000	687180032	18996000	653160000	14260000	52090000	11820000	33174000	30059000	395440000	22330000	304700000	0	0	0	68479000	74367000	66549000	0	0	234480	489860	279810	218590	13645000	338930	15152000	254430	929410	210900	591900	626630	7414800	492690	6171500	0	0	0	1427600	1550300	1387300				9913	6	6	6	12.3	12.3	12.3	65.545	0	56.186	2560900000	50	P23206	P23206			146	Bos taurus
0	0	5416600	84440000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2521600	0	0	0	36721000	84440000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17095000	0	0	0	135410	142200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63041	0				9913	2	2	2	2.8	2.8	2.8	83.496	0.0097087	3.263	92379000	4	P23727	P23727			147	Bos taurus
6685600	3473000	9505100	33939000	4805600	0	124540000	5399600	257680000	142860000	0	13607000	0	18699000	21239000	0	7916800	0	0	0	45939000	45418000	43891000	19130000	9937300	27197000	36567000	13750000	0	89901000	15450000	176400000	136130000	0	38933000	0	23679000	22884000	0	22652000	0	0	0	49495000	48934000	47288000	477550	248070	678940	2424200	343260	0	8087100	385680	11418000	9024800	0	971910	0	1171100	1517100	0	565480	0	0	0	3281400	3244200	3135000				9913	10	10	10	38	38	38	28.794	0	20.77	785600000	38	P24591	P24591			148	Bos taurus
0	2082100	0	0	0	0	331009984	51424000	650720000	486969984	0	28663000	0	111750000	103220000	0	0	0	0	0	15068000	41220000	34657000	0	5491900	0	0	0	0	72070000	20056000	121260000	98333000	0	22346000	0	25051000	26032000	0	0	0	0	0	25999000	28184000	27936000	0	49574	0	0	0	0	3491800	461140	8183900	5725600	0	499320	0	1362700	1089900	0	0	0	0	0	358750	382490	363360				9913	35	30	30	53.2	49.4	49.4	78.056	0	305.61	1856800000	157	P24627	P24627			149	Bos taurus
0	0	0	0	0	0	0	0	0	16545000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16545000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2757600	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	2	2	2	23.6	23.6	23.6	10.46	0.0026316	4.1021	16545000	4	P28782	P28782			150	Bos taurus
0	0	0	0	0	0	0	0	0	11244000	0	5437200	0	0	12673000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14830000	0	7171600	0	0	12673000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606200	0	776740	0	0	650260	0	0	0	0	0	0	0	0				9913	2	2	2	24.4	24.4	24.4	17.114	0	42.329	29354000	5	P28783	P28783			151	Bos taurus
910190016	113620000	643619968	846390016	808929984	751200000	1202599936	377270016	1333699968	1712599936	5022700032	782979968	1923799936	516520000	810950016	165910000	3128300032	123920000	99398000	1906999936	1238800000	1056099968	729150016	274209984	44515000	232210000	315470016	262440000	256320000	374969984	104890000	445280000	535489984	1732899968	257500000	524340000	152780000	234750000	47086000	949009984	30600000	53746000	564680000	381350016	360020000	284790016	18817000	2780000	16901000	20823000	19397000	16546000	25593000	7332700	27556000	38476000	94431000	17523000	39434000	9916100	19982000	3881200	60603000	1810400	3068200	43031000	24462000	24650000	18573000				9913	29	29	29	55.1	55.1	55.1	54.71	0	323.31	26206000000	626	P28800	P28800			152	Bos taurus
0	0	0	0	0	0	58260000	0	115260000	0	0	0	0	5931300	2423500	0	0	0	0	0	0	0	3227100	0	0	0	0	0	0	40385000	0	74004000	0	0	0	0	7966900	4994400	0	0	0	0	0	0	0	6650200	0	0	0	0	0	0	1986000	0	3391900	0	0	0	0	282440	115410	0	0	0	0	0	0	0	153670				9913	7	7	7	24	24	24	43.031	0	26.656	185100000	15	P30922	P30922			153	Bos taurus
0	0	0	0	0	0	0	0	0	0	86004000	0	40800000	0	0	0	0	0	12034000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88977000	0	42211000	0	0	0	0	0	12706000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850680	0	372920	0	0	0	0	0	773400	0	0	0	0				9913	3	3	3	14.2	14.2	14.2	25.258	0	14.454	138840000	8	P30932	P30932			154	Bos taurus
5230900	0	0	21867000	9116400	5397000	0	0	6458200	0	3526300	0	3582300	0	0	0	24318000	0	0	0	0	0	0	0	0	0	20530000	14536000	8605400	0	0	10297000	0	14842000	0	15078000	0	0	0	24318000	0	0	0	0	0	0	581210	0	0	1972600	1012900	599670	0	0	717580	0	391810	0	398030	0	0	0	1647800	0	0	0	0	0	0				9913	4	4	4	22	22	22	30.969	0	162.78	79495000	14	P31098;P31096	P31098;P31096			155	Bos taurus;Bos taurus
0	0	0	0	417780000	492529984	0	0	0	0	689889984	0	412489984	0	0	57911000	1043000000	6799800	0	0	53803000	46067000	56652000	0	0	0	0	132230000	161100000	0	0	0	0	270480000	0	131280000	0	0	16756000	276840000	12747000	0	0	32135000	28368000	35949000	0	0	0	0	6167400	7303100	0	0	0	0	12800000	0	6868900	0	0	785050	17094000	194280	0	0	1331600	1071000	894470				9913	24	24	24	35.3	35.3	35.3	93.892	0	323.31	3276900000	163	P31836	P31836			156	Bos taurus
0	0	0	0	0	0	0	0	0	704780032	0	44742000	0	0	0	0	0	0	0	0	0	4077300	3976300	0	0	0	0	0	0	0	0	0	626760000	0	180540000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21735000	0	1226200	0	0	0	0	0	0	0	0	0	131530	128270				9913	22	12	11	35.6	22.9	21.7	68.759	0	63.032	757570000	19	P31976	P31976			157	Bos taurus
46514000	44570000	0	0	0	0	69000000	19215000	115030000	0	4968200	0	0	36665000	0	0	0	0	5205100	0	3982500	3787800	3573400	37777000	32832000	0	0	0	0	52501000	14766000	79987000	0	15669000	0	0	24360000	0	0	0	0	7375900	0	12560000	11946000	11270000	1613500	1342700	0	0	0	0	2045400	515670	4192800	0	552020	0	0	1458100	0	0	0	0	266380	0	442500	420870	397040				9913	4	4	4	32.6	32.6	32.6	16.479	0	111.64	352520000	38	P33046	P33046			158	Bos taurus
0	9125900	0	27812000	0	0	0	0	25394000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9125900	0	29438000	0	0	0	0	29108000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299120	0	1463800	0	0	0	0	1336500	0	0	0	0	0	0	0	0	0	0	0	0	0	0				9913	3	3	3	8.6	8.6	8.6	47.004	0	8.0804	62332000	7	P33072	P33072			159	Bos taurus
30476000	0	350680000	112110000	58488000	10274000	12780000	79311000	30135000	481910016	50902000	377280000	25120000	44592000	9095700	0	17048000	0	0	0	180460000	197180000	163880000	24910000	0	225860000	99511000	48711000	16563000	20603000	51899000	30135000	321720000	50902000	235360000	29273000	28156000	10600000	0	19867000	0	0	0	118300000	127850000	116240000	1057300	0	14105000	4624900	1938900	489240	608560	2633100	1259600	16072000	1860600	11480000	1196200	1515000	433130	0	811810	0	0	0	6589700	7354600	6873100				9913	8	8	8	28.3	28.3	28.3	44.47	0	63.44	2231700000	121	P33433	P33433			160	Bos taurus
0	0	0	0	11808000	10311000	0	0	0	0	83610000	0	64339000	0	0	1061600	93680000	0	0	0	6500000	0	6026100	0	0	0	0	16078000	14040000	0	0	0	0	56851000	0	64339000	0	0	1445500	70343000	0	0	0	8850600	0	8205300	0	0	0	0	1312000	1145700	0	0	0	0	7022200	0	5669900	0	0	117950	8378600	0	0	0	722230	0	669570				9913	7	7	7	38	38	38	22.993	0	69.714	277340000	23	P33672	P33672			161	Bos taurus
15063000064	2244999936	12032000000	15244000256	9923399680	10983999488	34555998208	4764899840	26531999744	45852000256	49196998656	14910000128	36745998336	7983300096	15477999616	1408600064	7007199744	3076199936	5790600192	70578003968	26857000960	26811000832	25003999232	6442599936	808689984	5101599744	5394899968	3666599936	4865399808	12974000128	2049900032	10986000384	15971000320	16920000512	5476100096	15488000000	3413199872	5733100032	554240000	4018299904	1427800064	2152399872	23029999616	9308199936	10453000192	8740400128	397300000	52769000	338729984	460120000	349740000	324150016	1035499968	127460000	855280000	1376400000	1642499968	482710016	1130300032	217160000	478320000	33843000	181600000	88167000	139390000	1901799936	804880000	840960000	773950016				9913	37	37	37	58.9	58.9	58.9	46.103	0	323.31	468040000000	1777	P34955	P34955			162	Bos taurus
11816000	742820	127440000	250550000	201420000	318740000	31638000	23360000	20451000	64763000	33661000	40812000	4143700	12845000	6535000	0	6069000	0	0	52208000	112890000	66244000	91269000	19456000	2236600	74757000	90473000	71111000	119120000	31604000	16704000	0	67189000	38165000	27441000	0	11451000	10878000	0	0	0	0	48245000	60275000	37028000	43154000	334750	24761	1613100	4219200	3187100	4453700	490070	229760	216190	508320	458250	679330	138120	123610	217830	0	74485	0	0	789720	1287100	1010700	1423500				9913	23	20	20	39.7	36.6	36.6	82.362	0	323.31	1477600000	167	P35445	P35445			163	Bos taurus
18101000	20492000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17652000	77744000	0	0	0	0	18101000	17873000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17646000	73469000	0	0	0	0	1747100	1365200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1968800	8492900	0	0	0	0				9913	6	6	5	37.7	37.7	30.8	14.516	0	38.978	133990000	16	P35541	P35541			164	Bos taurus
